,Activity foil,isotope,half life,half life (s),A0 bequerel,E gamma,I gamma,counting times at delays 2.00 d/2.17 d/2.33 d/2.50 d/2.67 d/2.83 d/3.00 d/3.17 d
1316,A0_Sn01,117SBg,2.80 h,10080.0,1732499.1485135695,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1237,A0_Sn01,112AGg,3.13 h,11268.0,45.46802261996446,617.517,43.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2191,A0_Sn01,117CDm,3.36 h,12096.0,118.71860465333916,1997.33,26.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1276,A0_Sn01,109INg,4.17 h,15001.2,44718.39787341873,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1471,A0_Sn01,115INm,4.49 h,16149.6,21773.049028783716,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1911,A0_Sn01,110INg,4.90 h,17640.0,42598.97323119784,657.75,98.0,"['12.81 h', '-', '-', '-', '-', '-', '-', '-']"
1386,A0_Sn01,118SBm,5.00 h,18000.0,342289.29882520525,1229.65,100.0,"['39.54 min', '1.19 h', '2.22 h', '4.46 h', '11.69 h', '-', '-', '-']"
2132,A0_Sn01,113AGg,5.37 h,19332.0,1.1971742787115431,298.6,10.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1125,A0_Sn01,107CDg,6.50 h,23400.0,1725.1645116200934,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1000,A0_Sn01,119SBg,1.59 d,137484.0,88721.25970324823,23.87,16.5,"['2.72 min', '2.93 min', '3.15 min', '3.38 min', '3.64 min', '3.91 min', '4.21 min', '4.53 min']"
2279,A0_Sn01,122SBg,2.72 d,235336.3,2974.3248179795833,564.24,70.67,"['13.21 min', '13.78 min', '14.38 min', '15.00 min', '15.65 min', '16.33 min', '17.04 min', '17.78 min']"
1097,A0_Sn01,111INg,2.80 d,242326.1,6610.476497022091,245.35,94.1,"['4.39 min', '4.58 min', '4.77 min', '4.97 min', '5.18 min', '5.40 min', '5.63 min', '5.86 min']"
1578,A0_Sn01,106AGm,8.28 d,715392.0,6.540605933392156,1045.83,29.6,"['10.70 d', '10.95 d', '11.20 d', '11.46 d', '11.74 d', '12.02 d', '12.32 d', '12.62 d']"
1981,A0_Sn01,117SNm,13.60 d,1175040.0,23139.091246499276,158.56,86.4,"['55.39 s', '55.86 s', '56.34 s', '56.82 s', '57.30 s', '57.79 s', '58.28 s', '58.78 s']"
1776,A0_Sn01,115CDm,44.56 d,3849984.0,2.756137345571619,933.838,2.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1835,A0_Sn01,114INm,49.51 d,4277664.0,498.875560196677,190.27,15.56,"['3.68 h', '3.69 h', '3.70 h', '3.71 h', '3.72 h', '3.73 h', '3.74 h', '3.74 h']"
2446,A0_Sn01,124SBg,60.20 d,5201280.0,15.72645402213278,602.726,97.8,"['18.56 h', '18.60 h', '18.64 h', '18.67 h', '18.71 h', '18.74 h', '18.78 h', '18.82 h']"
1699,A0_Sn01,113SNg,115.09 d,9943776.0,100.20478108155191,391.698,64.97,"['4.32 h', '4.33 h', '4.33 h', '4.33 h', '4.34 h', '4.34 h', '4.35 h', '4.35 h']"
2376,A0_Sn01,123SNg,129.20 d,11162880.0,227.42848701805127,1088.64,0.6,"['8.78 d', '8.78 d', '8.79 d', '8.80 d', '8.81 d', '8.82 d', '8.83 d', '8.83 d']"
2142,A0_Sn01,119SNm,293.00 d,25315200.0,581.973548387345,23.875,16.5,"['2.91 h', '2.91 h', '2.91 h', '2.91 h', '2.91 h', '2.91 h', '2.91 h', '2.91 h']"
1593,A0_Sn01,109CDg,1.26 y,39864960.0,2.717740262707659,88.0336,3.644,"['128.94 d', '128.98 d', '129.01 d', '129.05 d', '129.08 d', '129.12 d', '129.15 d', '129.19 d']"
2335,A0_Sn01,121SNm,43.90 y,1385380000.0,3.017055577588356,37.15,1.85,"['208.32 d', '208.32 d', '208.32 d', '208.32 d', '208.32 d', '208.32 d', '208.33 d', '208.33 d']"
1811,A0_Sn02,114INg,1.20 min,71.9,21.833386615752673,1299.83,0.139,"['-', '-', '-', '-', '-', '-', '-', '-']"
1669,A0_Sn02,111SBg,1.25 min,75.0,14.611324919204176,154.48,67.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1312,A0_Sn02,109INm,1.34 min,80.4,25.69597761232234,649.8,93.51,"['-', '-', '-', '-', '-', '-', '-', '-']"
2486,A0_Sn02,124SBm,1.55 min,93.0,84.04407841883572,498.4,25.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1796,A0_Sn02,108AGg,2.38 min,142.92,4.830250314969444,632.98,1.76,"['-', '-', '-', '-', '-', '-', '-', '-']"
2220,A0_Sn02,119INg,2.40 min,144.0,5871.347141358109,763.14,92.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1032,A0_Sn02,114SBg,3.49 min,209.4,350412.0899056504,1299.92,98.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1356,A0_Sn02,118SBg,3.60 min,216.0,207947.42411515405,1229.33,2.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2346,A0_Sn02,121INm,3.88 min,232.8,887.6438287839668,60.1,21.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2317,A0_Sn02,122SBm,4.19 min,251.46,28491.236711767488,61.413,55.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1426,A0_Sn02,105INg,5.07 min,304.2,8.716240686515198,131.47,41.3,"['-', '-', '-', '-', '-', '-', '-', '-']"
1891,A0_Sn02,106INm,5.20 min,312.0,382.84437948765714,632.66,91.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1861,A0_Sn02,106INg,6.20 min,372.0,1593.5588573006105,632.6,99.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1483,A0_Sn02,113SBg,6.67 min,400.2,746099.5446100006,497.96,80.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1518,A0_Sn02,105AGm,7.23 min,433.8,58.5342600830558,319.16,0.16,"['-', '-', '-', '-', '-', '-', '-', '-']"
1119,A0_Sn02,111INm,7.70 min,462.0,10075.288809744705,537.0,87.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1165,A0_Sn02,112INg,14.97 min,898.2,43698.044257648384,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1067,A0_Sn02,116SBg,15.80 min,948.0,3864416.61175632,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2161,A0_Sn02,120SBg,15.89 min,953.4,779099.8301115147,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1746,A0_Sn02,109SNg,18.00 min,1080.0,141946.40494812696,649.8,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2249,A0_Sn02,119INm,18.00 min,1080.0,32938.62204976807,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1196,A0_Sn02,112INm,20.56 min,1233.6,297560.18341224175,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
1735,A0_Sn02,113SNm,21.40 min,1284.0,2852827.3637956227,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
1553,A0_Sn02,106AGg,23.96 min,1437.6,109.8908157939977,621.95,0.32,"['-', '-', '-', '-', '-', '-', '-', '-']"
1441,A0_Sn02,115SBg,32.10 min,1926.0,6665108.901749269,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2102,A0_Sn02,107INg,32.40 min,1944.0,8481.764610093544,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
970,A0_Sn02,104AGm,33.50 min,2010.0,59.89502724993849,555.8,90.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2007,A0_Sn02,111SNg,35.30 min,2118.0,332949.4097424664,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1634,A0_Sn02,108INm,39.60 min,2376.0,6755.299628136472,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2416,A0_Sn02,123SNm,40.06 min,2403.6,108834.52223814484,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2040,A0_Sn02,117INg,43.20 min,2592.0,335617.7557403238,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1264,A0_Sn02,111CDm,48.54 min,2912.4,8245.42354504705,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1207,A0_Sn02,116INm,54.29 min,3257.4,179621.46418985954,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1012,A0_Sn02,105CDg,55.50 min,3330.0,556.0705841566397,961.84,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1599,A0_Sn02,108INg,58.00 min,3480.0,14121.595460891243,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2077,A0_Sn02,103AGg,1.09 h,3942.0,253.9463647411479,118.74,31.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1951,A0_Sn02,110INm,1.15 h,4146.0,99514.79134254024,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
935,A0_Sn02,104AGg,1.15 h,4152.0,224.93710212204044,555.8,92.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2066,A0_Sn02,113INm,1.66 h,5968.56,21515.751860959903,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
2059,A0_Sn02,117INm,1.94 h,6972.0,31878.308117595185,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
1321,A0_Sn02,117SBg,2.80 h,10080.0,2661862.4705403275,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1242,A0_Sn02,112AGg,3.13 h,11268.0,44.95250524488632,617.517,43.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2196,A0_Sn02,117CDm,3.36 h,12096.0,56.51981736477481,1997.33,26.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1281,A0_Sn02,109INg,4.17 h,15001.2,25176.630545709933,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1472,A0_Sn02,115INm,4.49 h,16149.6,16443.381944709778,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1916,A0_Sn02,110INg,4.90 h,17640.0,39434.55978021305,657.75,98.0,"['16.55 h', '-', '-', '-', '-', '-', '-', '-']"
1391,A0_Sn02,118SBm,5.00 h,18000.0,411984.4064312828,1229.65,100.0,"['32.59 min', '58.43 min', '1.79 h', '3.48 h', '7.92 h', '-', '-', '-']"
1130,A0_Sn02,107CDg,6.50 h,23400.0,1888.263323923398,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1001,A0_Sn02,119SBg,1.59 d,137484.0,85890.3278863553,23.87,16.5,"['2.81 min', '3.02 min', '3.25 min', '3.50 min', '3.76 min', '4.04 min', '4.35 min', '4.68 min']"
2284,A0_Sn02,122SBg,2.72 d,235336.3,3452.0100545806213,564.24,70.67,"['11.38 min', '11.87 min', '12.38 min', '12.92 min', '13.48 min', '14.07 min', '14.68 min', '15.31 min']"
1100,A0_Sn02,111INg,2.80 d,242326.1,4841.85407574487,245.35,94.1,"['6.00 min', '6.25 min', '6.52 min', '6.79 min', '7.07 min', '7.37 min', '7.68 min', '8.01 min']"
1583,A0_Sn02,106AGm,8.28 d,715392.0,1.747921755063105,1045.83,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
1984,A0_Sn02,117SNm,13.60 d,1175040.0,21192.97789009688,158.56,86.4,"['1.01 min', '1.02 min', '1.03 min', '1.03 min', '1.04 min', '1.05 min', '1.06 min', '1.07 min']"
1781,A0_Sn02,115CDm,44.56 d,3849984.0,1.8304510836869736,933.838,2.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1838,A0_Sn02,114INm,49.51 d,4277664.0,444.516512628473,190.27,15.56,"['4.14 h', '4.14 h', '4.15 h', '4.16 h', '4.17 h', '4.18 h', '4.19 h', '4.20 h']"
2451,A0_Sn02,124SBg,60.20 d,5201280.0,18.171061156348113,602.726,97.8,"['16.06 h', '16.09 h', '16.12 h', '16.15 h', '16.18 h', '16.21 h', '16.24 h', '16.27 h']"
1704,A0_Sn02,113SNg,115.09 d,9943776.0,88.59087277737294,391.698,64.97,"['4.89 h', '4.89 h', '4.90 h', '4.90 h', '4.91 h', '4.91 h', '4.92 h', '4.92 h']"
2381,A0_Sn02,123SNg,129.20 d,11162880.0,224.69169672683412,1088.64,0.6,"['8.89 d', '8.89 d', '8.90 d', '8.91 d', '8.92 d', '8.93 d', '8.94 d', '8.94 d']"
2144,A0_Sn02,119SNm,293.00 d,25315200.0,567.504552903914,23.875,16.5,"['2.98 h', '2.98 h', '2.98 h', '2.98 h', '2.99 h', '2.99 h', '2.99 h', '2.99 h']"
2337,A0_Sn02,121SNm,43.90 y,1385380000.0,2.7630003046237466,37.15,1.85,"['227.57 d', '227.57 d', '227.57 d', '227.57 d', '227.57 d', '227.57 d', '227.57 d', '227.58 d']"
1815,A0_Sn03,114INg,1.20 min,71.9,23.93093506599947,1299.83,0.139,"['-', '-', '-', '-', '-', '-', '-', '-']"
1674,A0_Sn03,111SBg,1.25 min,75.0,17.56249929435306,154.48,67.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1313,A0_Sn03,109INm,1.34 min,80.4,22.016860175784156,649.8,93.51,"['-', '-', '-', '-', '-', '-', '-', '-']"
2491,A0_Sn03,124SBm,1.55 min,93.0,104.31347920891676,498.4,25.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1801,A0_Sn03,108AGg,2.38 min,142.92,5.17462741853088,632.98,1.76,"['-', '-', '-', '-', '-', '-', '-', '-']"
2224,A0_Sn03,119INg,2.40 min,144.0,5999.285323842999,763.14,92.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1037,A0_Sn03,114SBg,3.49 min,209.4,360980.7390873367,1299.92,98.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1361,A0_Sn03,118SBg,3.60 min,216.0,256595.7581705806,1229.33,2.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2351,A0_Sn03,121INm,3.88 min,232.8,892.2072966876796,60.1,21.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2320,A0_Sn03,122SBm,4.19 min,251.46,35950.62174544674,61.413,55.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1431,A0_Sn03,105INg,5.07 min,304.2,3.7285154389313138,131.47,41.3,"['-', '-', '-', '-', '-', '-', '-', '-']"
1896,A0_Sn03,106INm,5.20 min,312.0,313.59298352935366,632.66,91.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1866,A0_Sn03,106INg,6.20 min,372.0,1347.2961315879325,632.6,99.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1488,A0_Sn03,113SBg,6.67 min,400.2,912477.0861923128,497.96,80.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1523,A0_Sn03,105AGm,7.23 min,433.8,42.59007066515151,319.16,0.16,"['-', '-', '-', '-', '-', '-', '-', '-']"
1120,A0_Sn03,111INm,7.70 min,462.0,11355.983323735472,537.0,87.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1170,A0_Sn03,112INg,14.97 min,898.2,47627.228995765145,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1072,A0_Sn03,116SBg,15.80 min,948.0,4176106.418322816,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2166,A0_Sn03,120SBg,15.89 min,953.4,1041340.5435983164,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1751,A0_Sn03,109SNg,18.00 min,1080.0,154139.82671734318,649.8,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2254,A0_Sn03,119INm,18.00 min,1080.0,33457.527058876236,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1197,A0_Sn03,112INm,20.56 min,1233.6,314503.3309227506,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
1736,A0_Sn03,113SNm,21.40 min,1284.0,3033048.995584862,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
1558,A0_Sn03,106AGg,23.96 min,1437.6,81.31828076485749,621.95,0.32,"['-', '-', '-', '-', '-', '-', '-', '-']"
1446,A0_Sn03,115SBg,32.10 min,1926.0,8679628.855212135,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2107,A0_Sn03,107INg,32.40 min,1944.0,12547.93197234144,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
975,A0_Sn03,104AGm,33.50 min,2010.0,89.31115004896864,555.8,90.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2012,A0_Sn03,111SNg,35.30 min,2118.0,374907.49657724914,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1639,A0_Sn03,108INm,39.60 min,2376.0,6049.764080514219,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2421,A0_Sn03,123SNm,40.06 min,2403.6,127052.03040077136,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2043,A0_Sn03,117INg,43.20 min,2592.0,334917.0355152119,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1266,A0_Sn03,111CDm,48.54 min,2912.4,8275.609687212136,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1212,A0_Sn03,116INm,54.29 min,3257.4,183862.20395647583,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1017,A0_Sn03,105CDg,55.50 min,3330.0,261.4332057423457,961.84,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1604,A0_Sn03,108INg,58.00 min,3480.0,11917.430325010444,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2082,A0_Sn03,103AGg,1.09 h,3942.0,176.8499718199933,118.74,31.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1956,A0_Sn03,110INm,1.15 h,4146.0,101766.84182048592,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
940,A0_Sn03,104AGg,1.15 h,4152.0,282.051645144427,555.8,92.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2067,A0_Sn03,113INm,1.66 h,5968.56,22495.042745392264,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
2060,A0_Sn03,117INm,1.94 h,6972.0,31880.827929676816,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
1326,A0_Sn03,117SBg,2.80 h,10080.0,3939590.915914992,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1247,A0_Sn03,112AGg,3.13 h,11268.0,48.40396130760361,617.517,43.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2201,A0_Sn03,117CDm,3.36 h,12096.0,50.94882819417837,1997.33,26.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1286,A0_Sn03,109INg,4.17 h,15001.2,23028.043605385556,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1473,A0_Sn03,115INm,4.49 h,16149.6,17275.15104425503,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1921,A0_Sn03,110INg,4.90 h,17640.0,39868.90896062027,657.75,98.0,"['15.86 h', '-', '-', '-', '-', '-', '-', '-']"
1396,A0_Sn03,118SBm,5.00 h,18000.0,502425.42411002656,1229.65,100.0,"['26.54 min', '47.32 min', '1.43 h', '2.72 h', '5.71 h', '21.86 h', '-', '-']"
1135,A0_Sn03,107CDg,6.50 h,23400.0,2584.727818106204,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1002,A0_Sn03,119SBg,1.59 d,137484.0,101760.5746566632,23.87,16.5,"['2.37 min', '2.55 min', '2.74 min', '2.95 min', '3.17 min', '3.41 min', '3.67 min', '3.95 min']"
2289,A0_Sn03,122SBg,2.72 d,235336.3,4329.224244083053,564.24,70.67,"['9.07 min', '9.46 min', '9.87 min', '10.30 min', '10.75 min', '11.21 min', '11.70 min', '12.21 min']"
1103,A0_Sn03,111INg,2.80 d,242326.1,5369.337008670401,245.35,94.1,"['5.41 min', '5.64 min', '5.87 min', '6.12 min', '6.38 min', '6.65 min', '6.93 min', '7.22 min']"
1588,A0_Sn03,106AGm,8.28 d,715392.0,1.2646349307705436,1045.83,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
1987,A0_Sn03,117SNm,13.60 d,1175040.0,23311.63825310887,158.56,86.4,"['54.98 s', '55.45 s', '55.92 s', '56.40 s', '56.88 s', '57.36 s', '57.85 s', '58.35 s']"
1786,A0_Sn03,115CDm,44.56 d,3849984.0,1.8367770250432076,933.838,2.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1841,A0_Sn03,114INm,49.51 d,4277664.0,481.0254535452255,190.27,15.56,"['3.82 h', '3.83 h', '3.84 h', '3.85 h', '3.86 h', '3.87 h', '3.87 h', '3.88 h']"
2456,A0_Sn03,124SBg,60.20 d,5201280.0,22.798926454321116,602.726,97.8,"['12.79 h', '12.81 h', '12.84 h', '12.86 h', '12.89 h', '12.91 h', '12.94 h', '12.96 h']"
1709,A0_Sn03,113SNg,115.09 d,9943776.0,100.92044805459516,391.698,64.97,"['4.29 h', '4.29 h', '4.30 h', '4.30 h', '4.31 h', '4.31 h', '4.32 h', '4.32 h']"
2386,A0_Sn03,123SNg,129.20 d,11162880.0,261.2255558209935,1088.64,0.6,"['7.62 d', '7.62 d', '7.63 d', '7.64 d', '7.65 d', '7.65 d', '7.66 d', '7.67 d']"
2146,A0_Sn03,119SNm,293.00 d,25315200.0,661.378353859266,23.875,16.5,"['2.56 h', '2.56 h', '2.56 h', '2.56 h', '2.56 h', '2.56 h', '2.56 h', '2.56 h']"
2339,A0_Sn03,121SNm,43.90 y,1385380000.0,3.0507922164943575,37.15,1.85,"['206.00 d', '206.00 d', '206.01 d', '206.01 d', '206.01 d', '206.01 d', '206.01 d', '206.01 d']"
1819,A0_Sn04,114INg,1.20 min,71.9,4.56178018417533,1299.83,0.139,"['-', '-', '-', '-', '-', '-', '-', '-']"
1679,A0_Sn04,111SBg,1.25 min,75.0,3.4902467106649313,154.48,67.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1314,A0_Sn04,109INm,1.34 min,80.4,2.7038624657492356,649.8,93.51,"['-', '-', '-', '-', '-', '-', '-', '-']"
2496,A0_Sn04,124SBm,1.55 min,93.0,25.725099892857276,498.4,25.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2228,A0_Sn04,119INg,2.40 min,144.0,1033.6687929173963,763.14,92.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1042,A0_Sn04,114SBg,3.49 min,209.4,78338.63337701642,1299.92,98.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1366,A0_Sn04,118SBg,3.60 min,216.0,62821.25717765601,1229.33,2.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2356,A0_Sn04,121INm,3.88 min,232.8,149.500674223066,60.1,21.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2323,A0_Sn04,122SBm,4.19 min,251.46,9386.656219054576,61.413,55.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1901,A0_Sn04,106INm,5.20 min,312.0,30.607005112732775,632.66,91.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1871,A0_Sn04,106INg,6.20 min,372.0,139.56772761794207,632.6,99.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1493,A0_Sn04,113SBg,6.67 min,400.2,183606.26328772848,497.96,80.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1528,A0_Sn04,105AGm,7.23 min,433.8,5.675012329273813,319.16,0.16,"['-', '-', '-', '-', '-', '-', '-', '-']"
1121,A0_Sn04,111INm,7.70 min,462.0,2677.9063078727313,537.0,87.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1175,A0_Sn04,112INg,14.97 min,898.2,8831.262463269752,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1077,A0_Sn04,116SBg,15.80 min,948.0,839888.9520114398,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2171,A0_Sn04,120SBg,15.89 min,953.4,234397.25940464865,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1756,A0_Sn04,109SNg,18.00 min,1080.0,24551.695620499617,649.8,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2259,A0_Sn04,119INm,18.00 min,1080.0,5708.902236176788,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1198,A0_Sn04,112INm,20.56 min,1233.6,55943.28734705058,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
1737,A0_Sn04,113SNm,21.40 min,1284.0,537437.0020498121,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
1563,A0_Sn04,106AGg,23.96 min,1437.6,8.214252454498594,621.95,0.32,"['-', '-', '-', '-', '-', '-', '-', '-']"
1451,A0_Sn04,115SBg,32.10 min,1926.0,2086248.1734659595,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2112,A0_Sn04,107INg,32.40 min,1944.0,3864.465884004037,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
980,A0_Sn04,104AGm,33.50 min,2010.0,20.85365121449085,555.8,90.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2017,A0_Sn04,111SNg,35.30 min,2118.0,76339.01478574508,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1644,A0_Sn04,108INm,39.60 min,2376.0,912.2968270112116,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2426,A0_Sn04,123SNm,40.06 min,2403.6,28280.801041681807,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2046,A0_Sn04,117INg,43.20 min,2592.0,56412.69960270773,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1268,A0_Sn04,111CDm,48.54 min,2912.4,1314.569845909925,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1217,A0_Sn04,116INm,54.29 min,3257.4,34280.00168689664,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1022,A0_Sn04,105CDg,55.50 min,3330.0,2.508136791634109,961.84,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1609,A0_Sn04,108INg,58.00 min,3480.0,1675.751869630609,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2087,A0_Sn04,103AGg,1.09 h,3942.0,12.96877415961866,118.74,31.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1961,A0_Sn04,110INm,1.15 h,4146.0,15696.75250172603,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
945,A0_Sn04,104AGg,1.15 h,4152.0,56.071757415081386,555.8,92.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2068,A0_Sn04,113INm,1.66 h,5968.56,4559.005714047775,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
2061,A0_Sn04,117INm,1.94 h,6972.0,5415.059341591383,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
1331,A0_Sn04,117SBg,2.80 h,10080.0,1152848.9995333897,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1252,A0_Sn04,112AGg,3.13 h,11268.0,7.4230082133220225,617.517,43.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2206,A0_Sn04,117CDm,3.36 h,12096.0,6.664698556529704,1997.33,26.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
